DeviceID,Time,Rotation,Temperature,Vibration,Sound,Faulty
2,2016-01-03 16:24:24,597.6,37.2,123.3,49.6,0
5,2016-08-11 04:01:38,574.0,36.8,197.0,59.2,1
5,2016-02-07 14:32:28,506.0,52.1,173.2,58.1,1
5,2016-04-18 23:42:00,412.1,38.6,121.6,57.7,1
6,2016-04-04 11:37:15,572.1,35.3,126.3,56.1,1
5,2016-02-23 10:04:19,570.2,42.2,229.3,51.1,1
4,2016-01-03 06:19:17,529.4,42.1,163.7,46.2,0
6,2016-02-22 05:31:51,643.8,49.1,182.3,47.4,1
1,2016-01-03 12:29:44,554.4,37.2,160.7,50.5,0
5,2016-12-04 10:32:24,614.8,48.1,247.1,53.6,1
1,2016-01-02 16:05:25,526.2,42.1,101.4,51.5,0
5,2016-04-04 00:54:06,606.5,41.1,123.2,58.5,1
4,2016-01-03 00:52:12,500.5,40.1,121.7,47.9,0
6,2016-08-14 00:21:49,426.3,46.9,209.9,53.8,1
6,2016-10-30 00:59:27,480.4,42.4,231.3,47.9,1
1,2016-01-02 13:08:55,660.3,40.6,143.9,50.8,0
3,2016-01-01 11:13:18,605.9,40.3,169.2,49.9,0
6,2016-08-11 00:52:19,595.1,53.8,130.1,52.0,1
2,2016-01-01 19:36:14,503.9,44.5,158.6,51.9,0
4,2016-01-03 02:07:37,651.8,38.9,141.6,48.1,0
2,2016-01-03 11:56:18,524.7,35.9,147.2,48.9,0
4,2016-01-03 10:30:34,544.6,40.6,166.4,50.2,0
2,2016-01-03 03:40:00,634.9,36.3,133.4,51.3,0
5,2016-05-15 23:21:37,574.3,48.9,114.5,48.8,1
1,2016-01-02 17:54:16,669.4,39.4,117.8,50.6,0
4,2016-01-03 04:11:51,552.5,43.7,103.3,45.9,0
6,2016-01-29 11:28:05,633.7,45.7,187.3,58.2,1
1,2016-01-01 03:57:47,505.0,40.1,115.8,45.0,0
5,2016-04-14 04:09:54,495.4,51.9,203.0,50.7,1
6,2016-05-11 04:45:47,617.9,43.5,177.1,51.2,1
4,2016-01-03 19:34:55,613.0,38.6,198.0,48.2,0
2,2016-01-01 07:05:00,688.6,36.7,109.6,48.9,0
5,2016-02-04 18:27:13,499.5,38.7,135.2,50.3,1
6,2016-11-21 09:27:24,584.3,36.1,180.8,48.9,1
6,2016-03-17 05:16:30,465.6,53.7,187.9,48.6,1
6,2016-08-24 08:34:23,619.0,38.5,199.3,46.6,1
4,2016-01-01 22:15:21,607.3,38.8,115.0,51.6,0
5,2016-08-13 22:42:42,531.8,42.5,218.1,49.8,1
6,2016-12-02 07:16:37,596.5,39.1,152.8,54.6,1
4,2016-01-01 01:07:49,657.0,39.0,123.5,51.3,0
5,2016-08-16 10:23:28,557.8,38.3,120.1,55.5,1
5,2016-05-23 20:03:45,581.8,50.2,160.9,49.0,1
4,2016-01-02 13:32:13,686.6,39.4,158.0,49.2,0
6,2016-12-24 12:05:52,426.2,35.6,213.5,54.0,1
6,2016-01-18 06:21:11,411.7,35.8,147.8,49.5,1
5,2016-01-06 02:16:30,446.3,46.1,241.4,49.3,1
1,2016-01-02 08:59:43,624.3,41.9,149.6,45.1,0
5,2016-03-10 01:46:50,428.1,36.5,183.5,54.1,1
2,2016-01-03 08:53:44,632.1,44.0,168.5,47.7,0
2,2016-01-02 08:09:03,616.5,36.3,108.1,50.3,0
4,2016-01-02 00:02:26,658.0,44.9,177.8,48.6,0
5,2016-08-15 13:27:17,447.6,44.3,104.0,58.8,1
4,2016-01-03 00:43:32,541.4,36.4,188.5,45.3,0
2,2016-01-03 01:50:18,626.5,36.1,152.8,46.9,0
1,2016-01-02 20:43:17,602.8,39.6,142.3,51.4,0
5,2016-05-12 14:45:29,530.3,53.7,218.7,45.9,1
5,2016-12-03 15:12:11,549.7,48.2,111.5,46.3,1
6,2016-09-28 18:03:31,585.0,50.9,190.1,45.8,1
6,2016-10-31 09:44:19,629.8,38.8,180.1,47.9,1
1,2016-01-03 09:17:02,555.0,42.4,102.2,45.2,0
5,2016-03-19 14:36:12,635.0,48.4,200.3,47.6,1
4,2016-01-01 04:54:21,505.4,43.6,181.7,47.1,0
2,2016-01-02 11:38:09,629.0,44.1,109.1,46.9,0
5,2016-11-02 00:08:37,560.0,47.0,133.9,57.4,1
4,2016-01-02 21:25:18,685.8,42.7,169.3,47.0,0
2,2016-01-03 13:05:06,511.0,36.6,104.6,47.1,0
2,2016-01-03 16:50:12,510.6,43.7,177.4,51.2,0
5,2016-01-31 00:32:10,630.8,36.2,223.3,55.3,1
2,2016-01-01 10:31:24,683.4,35.4,178.7,52.0,0
2,2016-01-03 19:44:54,639.8,43.0,198.2,45.1,0
5,2016-05-23 02:45:18,577.9,39.0,220.2,47.1,1
4,2016-01-01 05:01:12,615.5,41.3,138.6,47.8,0
5,2016-08-08 07:36:03,475.0,45.0,150.4,46.6,1
5,2016-07-21 01:10:36,619.6,39.4,145.0,54.6,1
5,2016-12-09 20:04:59,480.9,53.6,170.6,55.8,1
6,2016-01-02 19:45:38,609.9,54.8,177.6,49.0,1
2,2016-01-02 03:37:07,624.4,35.4,192.4,51.0,0
3,2016-01-03 22:32:04,508.0,42.0,168.4,48.0,0
5,2016-11-21 17:47:06,589.7,35.5,142.8,45.6,1
2,2016-01-01 14:58:48,594.3,42.2,102.4,49.2,0
6,2016-02-09 07:16:24,646.5,42.0,162.1,58.1,1
4,2016-01-01 02:21:36,565.9,40.2,131.9,48.2,0
6,2016-08-31 14:24:15,633.3,47.1,222.1,47.3,1
5,2016-04-18 22:00:25,619.6,47.3,172.3,51.5,1
6,2016-07-28 17:47:48,600.2,42.9,145.9,47.6,1
2,2016-01-02 17:33:41,529.3,42.1,153.8,45.3,0
4,2016-01-02 09:27:35,660.1,39.1,179.2,45.4,0
1,2016-01-01 09:23:58,691.6,38.1,156.7,47.8,0
2,2016-01-02 19:29:29,640.1,36.6,170.8,50.6,0
2,2016-01-01 14:45:39,586.1,43.0,186.9,51.7,0
3,2016-01-01 23:46:21,582.1,44.0,125.4,47.0,0
6,2016-01-26 07:48:33,550.2,46.1,188.8,48.6,1
6,2016-10-17 20:05:05,526.4,48.9,101.5,53.9,1
3,2016-01-02 14:17:15,603.4,41.4,128.5,47.7,0
2,2016-01-02 12:00:22,508.7,39.2,162.2,50.8,0
2,2016-01-02 17:10:03,518.4,38.8,105.1,45.9,0
6,2016-02-03 15:50:28,465.4,39.3,180.5,59.7,1
2,2016-01-03 22:43:27,684.2,36.2,199.0,46.8,0
2,2016-01-01 05:53:52,609.1,44.7,187.7,49.8,0
6,2016-07-31 04:11:32,457.5,47.8,137.4,55.7,1
6,2016-06-05 02:14:21,596.0,37.0,160.9,50.9,1
1,2016-01-03 00:32:07,549.8,42.1,123.4,51.6,0
1,2016-01-03 20:06:19,520.2,37.1,138.5,50.6,0
6,2016-07-02 04:37:42,537.4,49.3,141.3,54.8,1
5,2016-07-21 02:16:46,515.0,52.1,224.0,57.5,1
6,2016-01-17 05:59:08,578.2,41.1,228.2,59.3,1
6,2016-08-26 23:13:35,456.8,50.5,236.4,56.5,1
6,2016-11-10 15:03:13,413.8,51.9,171.3,50.3,1
5,2016-11-30 12:30:48,628.3,41.3,144.5,54.9,1
5,2016-11-18 07:46:06,572.4,36.0,208.7,48.0,1
5,2016-06-17 07:59:33,458.3,35.3,133.6,49.7,1
1,2016-01-03 07:21:07,607.6,43.1,150.7,48.5,0
1,2016-01-01 19:22:19,550.7,44.3,109.5,47.5,0
6,2016-02-26 12:03:28,445.4,46.5,203.3,45.3,1
5,2016-03-17 20:05:54,510.3,52.2,105.4,51.9,1
5,2016-02-14 09:37:42,438.0,39.3,158.6,50.8,1
4,2016-01-03 00:23:07,649.1,35.5,117.9,50.6,0
6,2016-04-28 09:32:32,469.7,50.0,223.3,48.8,1
3,2016-01-02 11:44:50,592.6,38.1,155.4,49.2,0
3,2016-01-01 08:15:27,567.9,36.1,168.5,46.6,0
2,2016-01-01 19:26:24,544.0,36.0,175.7,51.1,0
5,2016-11-02 16:24:34,561.6,50.8,183.6,52.7,1
6,2016-08-26 10:20:47,601.6,45.3,226.7,51.6,1
6,2016-12-31 23:32:23,619.8,40.0,167.9,57.9,1
5,2016-10-10 16:54:12,451.2,40.3,143.0,45.8,1
6,2016-06-30 15:34:00,622.8,38.1,145.2,55.9,1
6,2016-05-07 06:45:50,434.4,45.2,244.9,45.0,1
6,2016-06-08 03:55:40,452.6,40.6,141.0,45.6,1
6,2016-10-06 00:08:56,501.9,52.9,130.9,45.5,1
3,2016-01-03 22:25:25,581.9,42.3,123.4,51.0,0
5,2016-08-15 12:04:08,479.4,38.3,111.6,59.0,1
5,2016-07-30 23:23:54,529.8,36.9,102.7,48.4,1
1,2016-01-02 16:25:16,615.3,39.5,124.5,46.7,0
5,2016-11-25 06:21:22,497.5,50.7,107.4,49.6,1
6,2016-12-01 17:56:41,644.9,37.8,136.4,49.0,1
1,2016-01-01 22:10:25,532.6,43.3,186.4,51.7,0
1,2016-01-03 06:14:31,696.9,37.1,136.1,45.4,0
6,2016-04-06 03:33:05,478.1,47.1,182.0,53.7,1
5,2016-08-24 10:19:27,558.9,39.2,178.1,55.7,1
6,2016-10-14 19:38:50,452.8,39.8,231.8,58.5,1
5,2016-02-27 16:20:19,604.7,35.8,158.4,51.8,1
1,2016-01-02 02:31:33,541.5,36.2,140.0,50.5,0
2,2016-01-03 05:18:55,679.0,40.8,108.7,46.4,0
3,2016-01-03 13:57:18,553.0,36.6,137.6,51.5,0
5,2016-05-24 00:33:13,423.2,42.8,191.0,50.3,1
5,2016-09-05 20:07:13,460.7,49.8,202.1,56.0,1
6,2016-07-18 03:28:49,587.6,35.9,208.1,54.4,1
2,2016-01-02 16:30:07,567.4,40.0,186.3,48.6,0
2,2016-01-02 09:44:42,679.7,41.0,196.7,48.5,0
6,2016-06-05 01:42:55,642.5,53.1,243.3,56.8,1
6,2016-08-21 03:47:41,574.5,50.4,181.8,46.2,1
3,2016-01-03 00:12:38,642.3,39.9,186.1,51.3,0
6,2016-07-06 17:35:33,517.3,48.8,184.6,58.4,1
1,2016-01-02 08:29:35,582.7,35.7,184.3,46.1,0
2,2016-01-03 13:56:05,559.9,37.9,134.5,48.9,0
6,2016-06-01 20:14:36,528.4,36.6,132.6,48.0,1
5,2016-10-24 15:44:18,445.9,43.8,235.9,52.9,1
5,2016-02-02 01:05:38,581.8,38.4,199.0,59.0,1
5,2016-11-10 15:39:05,408.1,53.5,108.2,51.3,1
5,2016-10-16 07:30:37,519.3,38.3,227.3,59.3,1
6,2016-09-10 10:29:35,442.6,50.4,162.3,45.9,1
1,2016-01-03 18:53:05,564.2,38.2,142.9,46.8,0
2,2016-01-03 21:34:40,597.8,37.4,140.4,49.8,0
5,2016-06-21 19:27:07,543.8,49.9,201.4,51.7,1
2,2016-01-01 15:39:41,523.6,37.2,105.5,45.9,0
3,2016-01-01 05:36:30,624.8,44.4,120.2,48.9,0
2,2016-01-02 19:01:39,547.9,36.7,172.8,45.8,0
5,2016-11-25 12:44:35,579.3,36.6,202.1,48.8,1
5,2016-01-24 09:50:44,540.3,47.0,192.9,58.1,1
2,2016-01-03 00:40:42,691.7,36.4,126.7,51.6,0
5,2016-04-21 23:35:05,638.6,50.8,125.8,58.9,1
6,2016-10-19 04:19:02,461.6,41.5,230.1,45.3,1
2,2016-01-03 15:01:06,539.3,35.0,180.6,49.5,0
6,2016-09-13 14:56:08,417.5,45.3,100.4,47.1,1
5,2016-09-12 06:38:52,464.9,35.9,213.2,52.6,1
2,2016-01-01 05:53:24,500.6,36.4,189.9,50.1,0
4,2016-01-03 02:54:13,676.3,36.9,152.8,50.9,0
6,2016-09-20 20:01:53,442.3,39.7,104.2,53.6,1
3,2016-01-01 10:51:10,679.1,41.4,103.8,51.9,0
6,2016-12-01 20:31:06,629.9,36.7,205.8,54.7,1
3,2016-01-03 19:45:15,636.6,44.0,165.6,47.4,0
4,2016-01-02 01:32:54,550.2,35.2,115.3,49.6,0
4,2016-01-02 16:35:46,539.9,44.1,155.1,49.7,0
5,2016-05-11 20:18:07,410.1,44.2,117.8,48.3,1
2,2016-01-01 20:35:04,645.3,37.9,178.4,45.4,0
3,2016-01-01 20:58:25,693.7,42.4,120.1,50.2,0
2,2016-01-01 02:05:11,555.8,35.6,162.6,51.2,0
5,2016-05-26 22:49:54,495.0,37.3,160.6,48.8,1
5,2016-07-21 09:41:49,641.3,52.7,235.6,45.4,1
3,2016-01-01 06:01:07,594.5,35.0,152.9,46.1,0
6,2016-11-05 18:10:36,440.9,45.2,111.5,55.8,1
1,2016-01-03 21:40:03,513.1,42.7,111.9,51.7,0
2,2016-01-03 00:10:22,693.4,40.6,151.6,49.9,0
1,2016-01-03 08:08:43,519.3,39.9,110.3,48.1,0
5,2016-08-26 17:22:23,482.8,52.9,185.2,55.4,1
1,2016-01-01 20:48:59,550.4,35.5,158.1,45.9,0
5,2016-08-08 18:59:32,472.0,53.6,106.2,48.6,1
5,2016-10-29 06:40:54,568.5,50.3,199.7,48.3,1
1,2016-01-02 00:02:33,550.6,36.3,181.3,46.9,0
2,2016-01-03 10:42:20,508.9,38.2,157.2,50.3,0
5,2016-01-23 04:07:27,480.9,44.3,239.8,59.1,1
4,2016-01-03 02:01:51,627.1,36.6,112.3,49.5,0
4,2016-01-01 06:26:16,583.3,36.6,194.5,49.4,0
4,2016-01-02 17:12:27,638.1,41.5,172.5,48.1,0
3,2016-01-03 07:09:38,669.4,38.4,187.2,49.0,0
1,2016-01-02 15:22:57,561.4,35.0,180.0,50.3,0
1,2016-01-03 01:53:32,663.4,42.9,127.2,48.5,0
4,2016-01-02 00:45:36,585.4,41.7,160.9,48.6,0
6,2016-08-19 12:51:59,554.5,42.1,145.3,45.2,1
5,2016-04-08 13:09:59,577.6,54.4,194.6,58.1,1
2,2016-01-01 11:23:56,595.8,40.8,184.4,45.4,0
6,2016-11-22 00:00:00,508.1,47.5,201.2,56.0,1
2,2016-01-03 18:23:05,557.2,43.4,181.2,45.9,0
5,2016-11-30 11:25:37,578.7,39.0,163.5,54.9,1
4,2016-01-03 12:33:36,558.7,38.9,115.4,47.9,0
6,2016-09-05 01:16:56,502.3,48.5,122.8,46.2,1
4,2016-01-03 16:03:30,548.3,39.8,139.6,51.0,0
3,2016-01-03 20:55:40,617.7,39.0,170.9,46.4,0
6,2016-02-18 17:08:36,523.1,46.3,212.2,59.5,1
5,2016-07-24 15:00:14,647.1,52.3,214.7,47.2,1
6,2016-11-10 19:54:59,590.8,46.2,224.1,50.9,1
5,2016-02-22 01:13:10,451.6,37.4,142.4,54.6,1
5,2016-09-24 10:48:20,503.9,46.2,172.2,46.1,1
6,2016-04-03 16:33:17,513.6,46.4,168.1,53.6,1
2,2016-01-02 06:41:12,643.6,38.3,137.2,47.5,0
3,2016-01-02 14:56:08,633.0,42.5,182.9,46.8,0
6,2016-07-24 14:45:55,616.8,48.7,226.8,50.8,1
5,2016-12-27 15:37:42,623.6,43.2,173.4,45.9,1
5,2016-05-28 14:39:19,456.0,39.6,142.1,48.1,1
2,2016-01-01 00:12:49,633.6,36.1,104.3,45.8,0
3,2016-01-02 13:45:13,683.2,44.1,143.7,46.8,0
6,2016-07-03 23:17:49,633.9,43.4,247.7,49.3,1
3,2016-01-02 11:16:24,603.4,40.5,100.2,47.3,0
6,2016-10-06 08:31:00,420.4,51.0,192.1,48.6,1
6,2016-06-13 12:26:52,619.3,52.6,166.5,47.6,1
2,2016-01-01 12:48:02,575.3,36.0,194.2,51.7,0
6,2016-07-30 15:49:24,616.6,49.9,226.5,53.4,1
5,2016-08-17 19:42:59,459.4,41.6,198.8,53.2,1
3,2016-01-02 09:42:50,507.9,44.5,168.1,48.3,0
6,2016-06-30 05:50:56,451.0,42.3,116.1,55.7,1
3,2016-01-02 08:50:42,620.2,36.8,107.9,45.7,0
6,2016-03-12 01:05:36,526.3,43.7,151.9,45.2,1
1,2016-01-02 13:29:31,582.9,36.7,181.2,49.7,0
5,2016-03-13 11:53:34,635.8,46.1,211.3,47.5,1
5,2016-09-04 23:50:07,625.5,35.5,101.1,56.3,1
1,2016-01-02 19:43:20,599.8,44.2,184.0,45.9,0
4,2016-01-01 13:36:12,559.8,37.9,123.1,47.8,0
6,2016-06-11 01:12:08,428.1,35.6,140.1,45.0,1
4,2016-01-02 10:17:20,584.8,38.6,162.0,46.3,0
5,2016-08-21 15:22:55,417.4,41.2,216.7,53.7,1
5,2016-09-06 01:18:45,528.7,40.8,105.0,46.4,1
1,2016-01-01 18:07:40,674.0,37.6,125.9,49.9,0
2,2016-01-01 18:47:28,547.7,45.0,114.3,47.8,0
1,2016-01-02 09:00:03,529.8,39.9,136.5,46.1,0
6,2016-08-19 08:45:17,573.3,43.4,135.0,53.4,1
5,2016-08-12 00:33:34,484.2,35.5,161.7,49.4,1
5,2016-11-04 09:02:47,404.1,39.4,166.1,55.9,1
6,2016-10-26 13:01:18,617.2,40.8,111.9,47.5,1
6,2016-01-12 04:10:03,552.6,40.9,119.8,54.4,1
4,2016-01-03 08:30:40,691.4,41.6,192.6,45.6,0
5,2016-10-25 12:19:40,414.5,48.2,148.2,54.8,1
6,2016-06-21 03:06:16,472.0,41.1,142.1,57.2,1
5,2016-07-23 10:19:57,499.7,46.0,233.3,53.9,1
4,2016-01-01 21:32:44,639.6,35.6,176.7,50.1,0
3,2016-01-02 13:48:30,624.6,35.0,133.7,47.9,0
1,2016-01-03 06:39:27,567.8,37.2,107.6,46.9,0
6,2016-01-20 15:11:41,534.8,54.8,101.1,48.2,1
6,2016-06-17 12:03:18,525.5,51.7,121.6,57.5,1
6,2016-10-17 07:05:15,430.6,44.8,237.4,47.6,1
1,2016-01-01 18:57:51,583.8,40.5,113.2,49.9,0
6,2016-02-19 04:20:38,527.6,51.6,129.0,57.7,1
5,2016-08-28 00:28:53,637.4,44.1,103.0,51.7,1
3,2016-01-03 10:34:36,530.8,38.4,149.1,50.3,0
3,2016-01-03 21:54:13,648.3,43.0,195.2,45.7,0
4,2016-01-02 15:37:40,604.9,35.1,137.4,49.8,0
6,2016-05-08 21:58:54,469.1,50.2,182.2,48.1,1
4,2016-01-01 17:39:14,688.1,43.5,197.3,47.1,0
2,2016-01-02 13:32:38,629.8,41.8,167.4,46.7,0
6,2016-02-09 19:47:21,420.9,49.5,172.7,55.1,1
2,2016-01-02 04:27:59,694.3,42.4,156.3,50.3,0
3,2016-01-02 13:34:08,524.8,42.0,181.7,49.3,0
3,2016-01-02 02:40:22,680.3,40.5,178.0,50.4,0
5,2016-01-16 09:52:52,428.1,48.1,128.9,49.4,1
6,2016-04-06 07:19:30,531.3,47.9,124.3,54.4,1
5,2016-10-28 01:16:42,611.5,36.2,116.1,46.5,1
6,2016-06-12 09:09:39,482.8,43.0,124.6,46.7,1
1,2016-01-02 09:11:12,608.1,40.2,157.3,46.9,0
6,2016-07-13 07:14:38,584.9,50.4,161.5,48.1,1
1,2016-01-01 01:04:40,538.9,38.1,172.9,46.5,0
1,2016-01-03 00:55:56,515.1,44.4,169.1,45.6,0
2,2016-01-01 10:10:58,608.9,38.0,156.6,47.5,0
5,2016-02-16 01:47:56,493.4,42.6,129.7,48.5,1
3,2016-01-02 10:29:44,611.5,39.7,138.7,50.9,0
1,2016-01-01 19:28:56,615.6,39.0,126.7,51.1,0
2,2016-01-01 13:33:46,628.1,38.8,137.7,49.8,0
1,2016-01-03 10:46:33,525.1,44.6,193.6,45.3,0
2,2016-01-02 08:04:09,589.5,41.0,112.8,47.2,0
4,2016-01-02 22:29:05,622.0,36.8,106.2,49.1,0
4,2016-01-02 07:08:44,524.1,42.2,130.7,48.0,0
1,2016-01-01 18:30:32,579.5,43.5,185.2,51.1,0
4,2016-01-01 01:34:37,691.1,42.7,113.6,45.4,0
5,2016-01-06 13:25:24,418.1,43.3,180.4,59.1,1
6,2016-11-05 12:02:15,520.9,37.1,177.5,59.0,1
2,2016-01-03 21:12:06,505.2,37.3,166.5,47.1,0
4,2016-01-03 12:47:22,611.3,37.8,184.6,46.2,0
1,2016-01-01 08:00:20,642.1,42.3,122.1,45.6,0
6,2016-08-02 04:24:47,597.8,43.6,232.5,55.7,1
6,2016-07-17 09:37:56,440.1,38.5,184.2,48.8,1
6,2016-01-20 07:05:09,482.6,37.0,192.7,50.1,1
6,2016-02-08 04:05:03,622.6,46.5,202.5,53.4,1
5,2016-04-04 09:45:10,587.7,38.5,212.6,46.3,1
3,2016-01-02 04:05:48,512.9,41.5,197.9,51.2,0
6,2016-06-12 22:01:45,427.9,44.5,200.1,54.6,1
6,2016-08-22 11:07:05,432.3,53.2,172.3,53.9,1
5,2016-02-19 09:49:58,576.1,49.5,197.5,59.9,1
6,2016-09-19 00:41:24,641.1,47.7,143.8,57.1,1
5,2016-09-01 13:05:45,599.9,53.0,182.6,47.7,1
1,2016-01-02 21:44:26,628.7,39.6,144.0,45.7,0
5,2016-07-30 15:51:12,456.8,49.2,227.7,59.1,1
5,2016-12-12 12:27:18,411.5,51.3,151.9,50.2,1
2,2016-01-03 16:18:11,652.3,36.4,177.2,49.7,0
1,2016-01-02 06:34:35,509.0,40.0,179.1,48.4,0
6,2016-07-11 14:41:36,419.5,48.4,129.1,52.3,1
6,2016-01-14 03:15:48,543.2,39.2,196.5,51.9,1
6,2016-08-01 06:17:23,517.5,40.1,200.7,55.7,1
5,2016-02-23 00:19:27,643.7,45.2,128.5,58.4,1
4,2016-01-02 03:14:33,579.3,41.9,168.6,49.4,0
4,2016-01-01 21:33:07,523.0,39.0,188.3,49.1,0
2,2016-01-01 04:00:27,557.9,40.3,160.8,49.5,0
4,2016-01-03 17:47:34,560.7,38.2,124.2,45.9,0
2,2016-01-01 17:17:54,610.7,44.6,191.1,47.1,0
4,2016-01-03 23:00:51,560.9,39.6,199.3,50.7,0
5,2016-04-25 06:48:41,412.2,38.2,238.3,56.5,1
3,2016-01-02 14:52:41,646.9,43.7,112.0,50.8,0
5,2016-12-23 03:36:49,598.9,36.2,224.2,47.2,1
6,2016-04-22 23:58:18,434.5,39.4,207.2,58.3,1
2,2016-01-02 23:41:46,640.6,44.9,151.0,49.1,0
6,2016-02-04 01:17:48,618.5,47.5,159.5,50.7,1
5,2016-08-10 06:32:17,580.4,44.5,153.1,46.3,1
6,2016-12-02 09:53:06,506.1,51.8,241.5,45.4,1
6,2016-01-13 22:59:54,648.6,52.9,100.9,46.9,1
4,2016-01-03 15:58:25,567.8,38.0,160.6,47.4,0
5,2016-08-10 04:40:50,525.9,35.0,116.9,57.7,1
5,2016-07-21 17:17:11,583.1,50.3,109.2,59.9,1
3,2016-01-01 17:23:53,580.3,42.9,172.7,48.3,0
5,2016-01-12 17:01:22,486.4,44.6,180.4,56.4,1
6,2016-09-16 20:01:18,512.4,49.2,198.4,46.7,1
5,2016-08-19 08:10:20,614.0,39.2,233.8,45.8,1
3,2016-01-03 15:14:53,545.9,44.0,127.8,47.9,0
5,2016-06-12 09:52:41,522.1,39.5,244.9,59.1,1
5,2016-02-16 10:40:33,478.5,36.7,174.3,49.1,1
5,2016-08-06 03:23:22,464.5,43.8,205.8,48.8,1
6,2016-04-06 19:30:40,495.7,43.7,146.3,58.7,1
6,2016-02-25 15:16:06,584.4,41.1,157.5,53.7,1
1,2016-01-02 15:21:23,594.2,44.4,194.3,46.8,0
5,2016-08-20 20:33:05,511.4,39.4,154.9,45.3,1
6,2016-07-02 05:06:37,590.9,35.3,160.5,49.4,1
2,2016-01-03 14:01:29,591.4,43.6,125.1,50.6,0
6,2016-08-18 20:22:09,550.5,47.2,135.1,51.7,1
1,2016-01-02 21:03:26,509.8,44.2,104.4,45.7,0
4,2016-01-03 13:13:13,679.6,38.0,122.4,45.5,0
5,2016-08-07 05:01:34,609.4,48.9,137.7,58.0,1
3,2016-01-01 15:51:06,560.8,39.2,123.6,49.6,0
5,2016-08-24 02:26:35,647.0,53.1,190.6,45.1,1
5,2016-01-24 17:22:20,590.7,46.4,168.2,55.3,1
5,2016-03-08 08:08:31,622.0,47.3,206.4,57.4,1
5,2016-06-06 11:54:38,458.6,36.3,167.2,57.5,1
2,2016-01-01 02:19:15,518.6,39.3,124.8,49.3,0
3,2016-01-03 08:48:18,593.8,40.3,105.0,50.7,0
6,2016-04-23 04:13:08,629.7,45.9,192.8,46.8,1
4,2016-01-01 05:54:41,649.8,36.0,158.6,48.5,0
3,2016-01-02 05:56:12,543.6,36.7,104.4,49.2,0
1,2016-01-02 02:34:54,666.0,35.9,124.5,45.0,0
5,2016-04-22 15:01:04,445.0,45.8,158.5,50.4,1
4,2016-01-03 12:19:11,582.1,40.5,135.9,48.9,0
1,2016-01-02 06:02:00,638.5,40.0,112.0,47.1,0
6,2016-02-17 09:23:09,634.9,54.5,181.1,59.9,1
5,2016-05-05 06:37:29,479.6,35.4,143.8,58.7,1
4,2016-01-02 11:15:10,615.5,43.8,165.3,50.8,0
5,2016-08-23 14:23:53,476.9,47.2,143.4,45.5,1
3,2016-01-01 12:28:37,536.7,36.6,131.7,49.8,0
3,2016-01-01 17:51:54,626.0,37.1,193.7,47.6,0
6,2016-03-12 10:59:34,401.6,39.8,200.7,48.2,1
6,2016-01-09 00:19:40,488.6,41.9,182.4,52.5,1
6,2016-12-29 02:55:59,427.1,53.1,232.4,55.1,1
5,2016-01-20 16:49:13,561.0,45.4,137.3,48.1,1
5,2016-09-07 22:27:45,618.8,46.2,247.4,54.9,1
6,2016-10-30 22:25:48,448.1,49.1,133.7,45.0,1
2,2016-01-03 23:02:16,694.9,39.8,114.3,46.3,0
3,2016-01-02 18:58:24,612.1,39.7,139.1,48.2,0
5,2016-11-01 08:00:39,555.3,36.5,230.9,49.6,1
4,2016-01-03 05:31:46,556.3,38.4,124.9,46.7,0
6,2016-07-05 10:10:25,617.5,41.4,221.3,58.2,1
5,2016-03-01 13:11:33,479.2,42.3,241.7,46.6,1
5,2016-11-04 09:14:42,531.8,42.3,243.6,57.7,1
6,2016-12-23 12:26:08,576.7,44.3,226.0,46.7,1
3,2016-01-03 04:01:56,600.2,43.3,142.6,50.3,0
4,2016-01-02 03:25:25,686.1,42.8,123.5,46.2,0
5,2016-05-27 20:57:06,428.5,53.6,183.4,45.2,1
5,2016-08-07 09:16:02,491.7,51.8,211.9,46.7,1
3,2016-01-02 23:17:07,618.7,39.7,122.7,48.4,0
4,2016-01-03 18:24:38,648.2,40.7,126.8,47.8,0
3,2016-01-02 06:49:35,596.0,43.4,171.8,47.3,0
6,2016-02-23 07:13:16,404.7,39.6,199.4,47.2,1
6,2016-11-21 19:39:13,454.6,53.8,236.7,56.5,1
5,2016-06-27 00:32:16,418.4,42.7,106.6,54.2,1
6,2016-02-18 08:44:22,606.0,38.9,245.3,59.4,1
3,2016-01-02 18:45:55,638.5,39.7,136.5,48.7,0
6,2016-07-24 03:40:44,412.5,52.9,169.8,56.8,1
6,2016-01-19 17:51:27,431.1,46.5,210.0,59.5,1
4,2016-01-01 13:41:53,556.2,36.1,101.3,50.2,0
5,2016-09-12 12:59:18,643.0,37.0,127.3,53.5,1
6,2016-08-06 07:37:04,465.3,47.0,140.5,56.2,1
4,2016-01-01 00:38:37,607.6,41.6,188.1,50.0,0
6,2016-10-17 18:26:18,478.4,40.0,161.4,55.3,1
6,2016-01-20 15:52:36,513.4,53.4,217.1,50.5,1
4,2016-01-02 14:11:23,678.6,38.3,138.2,48.7,0
3,2016-01-02 08:43:34,514.2,35.7,107.4,51.1,0
6,2016-01-28 13:06:31,603.5,53.5,209.2,46.3,1
6,2016-03-18 08:27:40,625.9,40.8,101.3,50.3,1
2,2016-01-03 18:29:26,535.7,43.0,131.7,46.1,0
1,2016-01-02 14:42:25,614.9,37.4,171.6,48.4,0
3,2016-01-03 01:53:31,591.9,44.2,167.5,50.2,0
